log_r,h,rssi_dbm,phase_rad,log_f
2.277534556,-1.0226179801,1.0491742916,1.4692928303,-0.9965924254
2.277534556,-1.0222215955,0.8828863982,0.8025562344,-0.8536664501
2.277534556,-1.0207268397,0.8828863982,-0.2955981589,-0.6395725991
2.277534556,-1.0207268397,0.8828863982,-0.1975486595,-0.6395725991
2.277534556,-1.0226179801,0.5503106112,0.3515285371,-1.4263185388
2.277534556,-1.0226179801,0.8828863982,0.3515285371,-0.7108979256
2.277534556,-1.0226179801,0.8828863982,0.1358196384,-0.7108979256
2.277534556,-1.0506927341,0.8828863982,0.4691879364,-0.7822625282
2.277534556,-1.0702871542,0.8828863982,1.0182651331,-0.9251097347
2.277765176,-1.2252977242,1.0491742916,-1.1780436536,-1.1396761992
2.277765176,-1.3133757026,1.0491742916,-1.6879010505,-1.0681145657
2.277765176,-1.3525750818,1.0491742916,-1.6290713508,-1.0681145657
2.277765176,-1.3525750818,1.0491742916,-1.0211644545,-1.2112773695
2.277765176,-1.4984016389,0.3840227177,-1.4525822519,-0.3546631907
2.2775380478,-1.5368383166,0.8828863982,-0.5309169575,-1.2829181203
2.277765176,-1.5392779557,0.8828863982,-1.0211644545,-0.4970396016
2.277765176,-1.5331728463,0.8828863982,-0.1387189599,-1.3545984955
0.184750115,0.5406390181,-1.611432004,-1.0799941542,-1.3545984955
2.277765176,-1.5232865847,0.0514469308,1.2928037314,-0.2124430228
2.277765176,-1.5232865847,1.0491742916,1.2339740317,-0.9965924254
2.277765176,-1.4950334653,0.8828863982,0.7437265347,-0.8536664501
2.277765176,-1.4930984429,0.8828863982,-0.6877961566,-0.5682865055
2.277765176,-1.4930984429,0.8828863982,-0.6289664569,-0.5682865055
2.277765176,-1.496880949,0.8828863982,-0.2563783592,-0.6395725991
2.277765176,-1.496880949,0.8828863982,-0.2563783592,-0.6395725991
2.277765176,-1.4987723148,0.5503106112,-1.2368733532,-0.4258318443
2.277765176,-1.4987723148,0.3840227177,0.1358196384,-1.4263185388
0.184750115,0.5750395496,-1.611432004,-1.0799941542,-1.4263185388
2.277765176,-1.4987723148,0.8828863982,0.1946493381,-0.7108979256
0.184750115,0.5769309154,-1.611432004,-0.7466258562,-1.4980782942
0.184750115,0.5769309154,-1.611432004,-0.6877961566,-1.4980782942
2.277765176,-1.496880949,0.8828863982,0.4103582368,-0.7822625282
2.277765176,-1.496880949,0.8828863982,0.3515285371,-0.7822625282
2.277765176,-1.4987455649,0.8828863982,1.1359245323,-0.9251097347
2.277765176,-1.4987723148,1.0491742916,-1.3545327525,-1.1396761992
2.277765176,-1.4988029284,1.0491742916,-1.1780436536,-1.1396761992
2.277765176,-1.5695632169,1.0491742916,-1.6290713508,-1.0681145657
0.184750115,0.4648072228,-1.4451441105,-1.4525822519,-1.2112773695
2.277765176,-1.6240378656,0.8828863982,-1.1388238538,-1.2112773695
2.277765176,-1.695465114,0.2177348243,1.6261720293,-0.2835335978
2.277765176,-1.695465114,0.2177348243,1.6261720293,-0.2835335978
2.277765176,-1.7410049842,0.8828863982,0.3515285371,0.071529953
2.277765176,-1.8186981052,0.8828863982,-0.6289664569,-1.2829181203
0.184750115,0.2619898228,-1.278856217,-1.1780436536,-1.2829181203
2.277765176,-1.8633797143,0.0514469308,1.2339740317,-0.2124430228
2.277765176,-1.9174247467,0.8828863982,1.1359245323,-0.9965924254
2.277765176,-1.974148117,0.8828863982,0.4103582368,-0.8536664501
0.184750115,0.0750984168,-1.278856217,0.2534790377,-0.5682865055
0.184750115,0.0889611923,-1.278856217,0.8025562344,-0.6395725991
0.184750115,0.1135893098,-1.278856217,-0.6289664569,-1.4263185388
2.277765176,-1.9569915692,0.8828863982,-0.3544278586,-0.7108979256
0.184750115,0.1154639379,-1.278856217,1.2339740317,-0.7108979256
0.184750115,0.1147360597,-1.278856217,-0.1975486595,-1.4980782942
2.277765176,-1.9599750537,0.8828863982,0.1946493381,-0.7822625282
0.184750115,0.1153115415,-1.278856217,1.7438314286,-0.7822625282
2.277765176,-1.9583526725,0.8828863982,0.7437265347,-0.9251097347
2.277765176,-1.9583526725,0.0514469308,1.0182651331,-0.1413914229
0.184750115,0.1154591919,-1.278856217,-1.4133624521,-1.1396761992
2.277765176,-1.9583526725,0.8828863982,-1.6290713508,-1.1396761992
2.277765176,-1.9583526725,0.8828863982,-1.2957030529,-1.1396761992
2.277765176,-1.9583526725,0.8828863982,1.5673423297,-1.0681145657
0.184750115,0.1154591919,-1.278856217,-1.5114119515,-1.0681145657
0.184750115,0.1154591919,-1.278856217,-1.5114119515,-1.2112773695
2.277765176,-1.9583526725,0.7165985047,-1.0799941542,-1.2112773695
0.184750115,0.0675207113,-1.278856217,-1.1780436536,-1.2829181203
0.184750115,-0.0011424672,-1.278856217,-0.8054555558,-1.3545984955
0.1852124813,-0.1553111863,-1.278856217,1.685001729,-0.8536664501
0.184750115,-0.1955415191,-1.278856217,0.7437265347,-0.5682865055
0.184750115,-0.2354675556,-1.1125683236,1.194754232,-0.6395725991
0.1850531899,-0.3402754863,-1.278856217,-0.4132575582,-1.4263185388
0.1855087241,-0.3721933682,-1.278856217,-0.1387189599,-1.4263185388
0.1855087241,-0.3721933682,-1.1125683236,1.4692928303,-0.7108979256
0.1855087241,-0.391173389,-1.278856217,-0.4720872579,-1.4980782942
0.1855087241,-0.3796869047,-1.1125683236,1.2928037314,-0.7822625282
0.1855087241,-0.3796869047,-1.1125683236,1.5085126301,-0.7822625282
0.1855087241,-0.367632338,-1.278856217,-1.3545327525,-0.9251097347
0.1855087241,-0.3430458227,-1.278856217,-0.8446753556,-1.1396761992
0.1855087241,-0.3506109477,-1.278856217,-1.4133624521,-1.0681145657
0.1855087241,-0.3488316046,-1.278856217,-1.0211644545,-1.2112773695
0.1855087241,-0.3487195819,-1.278856217,-0.6877961566,-1.2829181203
0.1855087241,-0.3487195819,-1.278856217,0.861385934,-0.4970396016
0.1855087241,-0.3487195819,-1.278856217,-0.4720872579,-1.3545984955
0.1849925928,-0.3481646184,-1.278856217,-1.4133624521,-0.9965924254
0.1855087241,-0.3852734634,-1.1125683236,-1.4133624521,-0.8536664501
0.1855087241,-0.4413922223,-1.1125683236,1.2339740317,-0.5682865055
0.1860381717,-0.5325398793,-1.1125683236,1.351633431,-0.6395725991
-1.1338030945,1.8632826493,-0.6137046431,1.2339740317,-0.4258318443
0.1803698025,-0.6365043709,-1.278856217,0.3515285371,-0.4258318443
0.1803698025,-0.6365043709,-1.278856217,-0.5701367573,-1.4263185388
0.1803698025,-0.6365043709,-1.278856217,-0.1387189599,-1.4263185388
0.1803725507,-0.7142823005,-1.278856217,0.2534790377,-1.4980782942
0.1803725507,-0.7142823005,-0.9462804301,1.5085126301,-0.7822625282
0.1802571935,-0.7610924511,-1.278856217,-1.1780436536,-0.9251097347
-1.1333038326,1.6950766359,-0.1148409627,-0.6289664569,-0.1413914229
-1.1338030945,1.6616058395,-0.1148409627,-0.8054555558,-0.1413914229
-1.1323817037,1.6413391461,-1.278856217,1.685001729,1.4119687858
0.1802700539,-0.8605345737,-1.278856217,-0.5309169575,-1.1396761992
-1.1336998899,1.5944624332,-1.1125683236,1.2339740317,1.4821356067
-1.131993018,1.5853543892,-0.1148409627,-0.8446753556,-0.0703787554
-1.1318629892,1.5864254718,-0.1148409627,-1.0799941542,-0.0703787554
-1.1318629892,1.592524414,-0.2811288562,0.3123087373,1.8324009955
-1.1318629892,1.5997392706,-1.278856217,-0.9623347549,1.130920988
0.1806103879,-0.850396963,-1.278856217,-0.9035050552,-1.0681145657
0.1806103879,-0.848278468,-1.278856217,-0.5309169575,-1.2112773695
-1.1318629892,1.6286922758,0.2177348243,0.3123087373,-0.2835335978
-1.1318629892,1.6300221316,0.2177348243,0.0769899388,-0.2835335978
-1.1336464505,1.6329881431,-0.6137046431,0.7437265347,1.9023406167
-1.1338030945,1.632806959,-1.1125683236,-1.1388238538,1.2012400972
-1.1338030945,1.6298216439,-1.1125683236,0.6260671354,1.6924084191
-1.1338030945,1.6298216439,0.0514469308,0.6260671354,-0.3546631907
-1.1338030945,1.6294541427,-1.1125683236,1.6261720293,1.3417639548
-1.1338030945,1.6298919869,-1.1125683236,-1.6879010505,1.3417639548
-1.1338030945,1.6294775311,0.0514469308,1.5085126301,-0.4970396016
0.1798254811,-0.8357613183,-1.278856217,0.5868473357,-0.4970396016
0.1798254811,-0.8357613183,-1.278856217,0.7437265347,-0.4970396016
-1.1338030945,1.6298978473,0.0514469308,-0.2563783592,-0.2124430228
0.1798254811,-0.8338700652,-1.278856217,-1.1388238538,-0.9965924254
0.1798254811,-0.8338700652,-1.278856217,-1.3545327525,-0.9965924254
-1.1338030945,1.6313453958,-1.7777198975,-0.1387189599,0.9197344422
-1.1338030945,1.6294670077,-0.6137046431,0.4691879364,1.9722425143
-1.1338030945,1.6294541427,-1.1125683236,1.7438314286,1.2715210723
0.1798254811,-0.8357613183,-1.1125683236,-1.7271208502,-0.8536664501
-1.1338030945,1.6294541427,-1.278856217,-0.7466258562,1.0605637035
-1.1338030945,1.6294541427,-1.278856217,-0.6289664569,1.0605637035
0.1798254811,-0.8357613183,-1.1125683236,0.9202156336,-0.5682865055
-1.1338030945,1.6294541427,0.0514469308,1.6261720293,-0.5682865055
0.1798254811,-0.8339792855,-1.1125683236,1.0770948327,-0.5682865055
-1.1338030945,1.6312361755,-0.6137046431,0.4103582368,1.7624236099
-1.1338030945,1.6313453958,-1.4451441105,-0.7466258562,0.990168202
0.1798254811,-0.8338700652,-0.9462804301,1.1359245323,-0.6395725991
-1.1338030945,1.6313453958,0.0514469308,-1.5702416512,-0.6395725991
-1.1338030945,1.6313453958,-1.278856217,1.194754232,1.6223553823
-1.1318629892,1.6150762741,0.0514469308,0.6848968351,-0.4258318443
0.1806103879,-0.873544617,-0.9462804301,1.4692928303,-0.7108979256
-1.1318629892,1.5809909652,0.0514469308,-0.8446753556,-0.7108979256
-1.1318629892,1.5244340039,-1.1125683236,1.4104631307,1.5522644585
-1.1318629892,1.4667897885,-0.2811288562,0.037770139,-1.4980782942
-1.1318629892,1.4667897885,0.0514469308,-0.9623347549,-0.7822625282
0.1806103879,-0.9879469114,-1.1125683236,1.6261720293,-0.7822625282
-1.1318629892,1.4032050304,-0.1148409627,-0.6289664569,-0.9251097347
0.1806103879,-1.0537456276,-1.278856217,-1.2957030529,-0.9251097347
-1.1318629892,1.3988647298,0.3840227177,-0.4720872579,-0.1413914229
-1.1318629892,1.3614333715,-0.6137046431,1.4692928303,1.4119687858
-1.1318629892,1.3243537514,0.0514469308,-1.0211644545,0.0005950224
-1.1318629892,1.3183906806,-0.6137046431,0.9594354334,1.4821356067
-1.1318629892,1.2815736522,-0.4474167497,1.194754232,1.4821356067
-1.1318629892,1.2815736522,0.0514469308,-0.5309169575,-0.0703787554
-1.1318629892,1.2815736522,-1.278856217,0.0769899388,0.7787519807
-1.1318629892,1.2218132834,-0.2811288562,0.8025562344,1.8324009955
-1.1318629892,1.2168137728,-0.2811288562,-1.2368733532,1.130920988
-1.1318629892,1.2025472605,0.0514469308,-0.2955981589,-1.0681145657
-1.1318629892,1.1351891332,0.8828863982,0.0769899388,-0.2835335978
-1.1318629892,1.1351891332,0.8828863982,0.2534790377,-0.2835335978
-1.1318629892,1.1351891332,-1.1125683236,0.3123087373,0.4963261212
-1.1299242353,1.121624686,-0.2811288562,0.3515285371,1.9023406167
-1.1299242353,1.1222263196,0.0514469308,-1.6290713508,1.2012400972
-1.1299242353,1.1222263196,0.0514469308,-1.5702416512,1.2012400972
-1.1299242353,1.1274604701,-0.1148409627,-0.8054555558,0.071529953
-1.1299242353,1.1373889256,-0.4474167497,0.861385934,1.6924084191
-1.1299242353,1.1373889256,0.8828863982,0.3123087373,-0.3546631907
-1.1299242353,1.1430712211,0.8828863982,0.4691879364,-0.3546631907
-1.1299242353,1.1487875076,-0.1148409627,1.4692928303,1.3417639548
-1.1318127234,1.1628350035,0.0514469308,-0.5309169575,-1.2829181203
-1.1318127234,1.1628350035,-0.9462804301,0.3515285371,0.5669903078
-1.1318629892,1.1634885987,-1.1125683236,0.3515285371,0.5669903078
-1.1318629892,1.1649040718,0.8828863982,1.0182651331,-0.4970396016
-1.1318629892,1.164887081,0.8828863982,1.0182651331,-0.4970396016
-1.1318629892,1.164887081,0.2177348243,-0.4132575582,-1.3545984955
-1.1318629892,1.1613438968,0.8828863982,-0.1975486595,-0.2124430228
-1.1318629892,1.1613438968,0.3840227177,-0.4132575582,-0.9965924254
-1.1318629892,1.157338975,-0.6137046431,-0.1387189599,0.9197344422
-1.1318629892,1.157338975,-0.6137046431,-0.1975486595,0.9197344422
-1.1318629892,1.157338975,-0.4474167497,0.4691879364,1.9722425143
-1.1318629892,1.157338975,-0.1148409627,1.4692928303,1.2715210723
-1.1318629892,1.157338975,0.8828863982,-0.8054555558,-0.8536664501
-1.1318629892,1.157338975,-0.2811288562,-1.0211644545,1.0605637035
-1.1318629892,1.157338975,1.0491742916,1.194754232,-0.5682865055
-1.1318629892,1.157338975,-0.2811288562,1.0182651331,1.7624236099
-1.1318629892,1.157338975,-0.2811288562,0.861385934,1.7624236099
-1.1318629892,1.157338975,-0.4474167497,-0.9035050552,0.990168202
-1.1318629892,1.157338975,-0.4474167497,-0.5309169575,0.990168202
-1.1318629892,1.1592302562,1.0491742916,1.685001729,-0.6395725991
-1.1318629892,1.1592302562,-0.6137046431,0.9202156336,1.6223553823
-1.1318629892,1.1592302562,-0.6137046431,1.1359245323,1.6223553823
-1.1318629892,1.1592302562,0.8828863982,0.7437265347,-0.4258318443
-1.1318629892,1.1573508461,0.5503106112,-0.3544278586,-1.4263185388
-1.1318629892,1.157338975,0.5503106112,-0.3544278586,-1.4263185388
-1.1318629892,1.157338975,1.0491742916,-1.4525822519,-0.7108979256
0.1806103879,-1.3054770348,-1.278856217,1.2928037314,-0.7108979256
-1.1318629892,1.1573905176,-0.6137046431,-0.1387189599,0.8492623823
-1.1318629892,1.1573905176,-0.7799925366,0.0769899388,0.8492623823
-1.1318629892,1.1592302562,-0.2811288562,0.7437265347,1.5522644585
-1.1318629892,1.1592302562,-0.2811288562,1.2928037314,1.5522644585
-1.1318629892,1.1592302562,-0.7799925366,-0.7466258562,0.1424260789
-1.1318629892,1.1592302562,0.7165985047,-0.1387189599,-1.4980782942
-1.1315010442,1.1590089863,0.7165985047,-0.0210595606,-1.4980782942
-1.1315010442,1.1590089863,0.8828863982,-1.0211644545,-0.7822625282
-1.1318136941,1.1536704882,-0.9462804301,0.0769899388,0.6376159853
-1.1318136941,1.1536704882,-0.9462804301,0.528017636,0.6376159853
-1.1318136941,1.1536704882,0.5503106112,-0.6289664569,-0.9251097347
-1.1299389639,1.124155433,0.5503106112,-0.5309169575,-0.1413914229
-1.1299242353,1.1240027113,-0.7799925366,0.2534790377,0.7082031956
-1.1299242353,1.119422881,-0.1148409627,1.351633431,1.4119687858
-1.1299242353,1.1078255399,-0.1148409627,1.4692928303,1.4119687858
-1.1299242353,1.1078255399,-0.1148409627,-0.1975486595,0.0005950224
-1.1318629892,1.0761476081,0.0514469308,-0.6289664569,0.0005950224
-1.1318629892,1.0761476081,0.0514469308,-0.2955981589,-1.1396761992
-1.1299301144,1.0144097439,-0.1148409627,1.5085126301,1.4821356067
-1.1299301144,1.0144097439,-0.1148409627,1.194754232,1.4821356067
-1.1299301144,1.0144097439,0.0514469308,-0.0210595606,-0.0703787554
-1.1318629892,0.9607505403,-0.2811288562,0.0769899388,0.7787519807
-1.1318629892,0.9607505403,-0.1148409627,0.9202156336,1.8324009955
-1.1318629892,0.9607505403,0.2177348243,-1.3545327525,1.130920988
-1.1299242353,0.9047055133,0.5503106112,-0.2563783592,-1.0681145657
-1.1299242353,0.9003027615,-0.9462804301,0.1946493381,0.2841020864
-1.1299242353,0.9003027615,-0.9462804301,0.3123087373,0.2841020864
-1.1299242353,0.8899034176,0.3840227177,-0.4720872579,-1.2112773695
-1.1318629892,0.8700973186,0.8828863982,0.4103582368,-0.2835335978
-1.1318629892,0.8700973186,0.0514469308,0.528017636,0.4963261212
-1.1318629892,0.8268896195,-0.1148409627,0.6260671354,1.9023406167
-1.1318629892,0.8268896195,0.2177348243,-1.6879010505,1.2012400972
-1.1303235924,0.7828190138,0.0514469308,0.1358196384,0.071529953
-1.1303235924,0.7828190138,-0.2811288562,1.0770948327,1.6924084191
-1.1299242353,0.7766174698,1.0491742916,0.8025562344,-0.3546631907
-1.1299242353,0.7316360754,0.0514469308,0.6848968351,0.4256233835
-1.1299242353,0.7253615007,0.0514469308,0.2534790377,0.4256233835
-1.1299242353,0.7253615007,0.2177348243,1.7438314286,1.3417639548
-1.1299242353,0.7076188169,1.0491742916,-0.4720872579,-1.2829181203
-1.1299242353,0.6766741582,0.5503106112,0.1358196384,0.5669903078
-1.1299242353,0.6587800674,1.3817500786,1.2339740317,-0.4970396016
-1.1299242353,0.6587800674,1.2154621851,1.2339740317,-0.4970396016
-1.1299242353,0.6587800674,1.3817500786,-0.2955981589,-1.3545984955
-1.1299242353,0.6587800674,0.8828863982,0.4103582368,-0.2124430228
-1.1299242353,0.6686457307,0.8828863982,0.3515285371,-0.2124430228
-1.1299242353,0.6686457307,1.0491742916,-0.5701367573,-0.9965924254
-1.1299242353,0.6706822392,0.2177348243,-0.3544278586,0.9197344422
-1.1299242353,0.6772018635,0.2177348243,-0.4132575582,0.9197344422
-1.1299242353,0.6772018635,-0.2811288562,1.2339740317,1.9722425143
-1.1299242353,0.6882348397,0.3840227177,-1.5702416512,1.2715210723
-1.1299242353,0.6882348397,0.3840227177,-1.6879010505,1.2715210723
-1.1299242353,0.6949572565,1.2154621851,-0.8446753556,-0.8536664501
-1.1299242353,0.7046179367,0.3840227177,-0.9035050552,1.0605637035
-1.1299242353,0.7046179367,1.3817500786,1.4692928303,-0.5682865055
-1.1299242353,0.709812938,0.0514469308,1.1359245323,1.7624236099
-1.1299242353,0.709812938,-0.1148409627,1.1359245323,1.7624236099
-1.1299242353,0.709812938,0.3840227177,-1.0211644545,0.990168202
-1.1299242353,0.7045359825,0.2177348243,-0.6289664569,0.990168202
-1.1299242353,0.7045359825,-0.1148409627,0.4103582368,0.2132834426
-1.1299242353,0.7040142277,1.5480379721,-1.7271208502,-0.6395725991
-1.1299242353,0.7040142277,-0.1148409627,1.194754232,1.6223553823
-1.1299242353,0.7023621501,-0.1148409627,1.1359245323,1.6223553823
-1.1299242353,0.7028565076,0.0514469308,0.4691879364,0.3548820526
-1.1299242353,0.7028565076,0.0514469308,0.6260671354,0.3548820526
-1.1299242353,0.7028565076,1.2154621851,0.9594354334,-0.4258318443
-1.1299242353,0.7041391049,1.0491742916,1.194754232,-0.4258318443
-1.1299242353,0.7041391049,1.5480379721,-0.1387189599,-1.4263185388
-1.1299242353,0.7041391049,1.5480379721,-0.1387189599,-1.4263185388
-1.1299242353,0.7041391049,1.5480379721,-1.4133624521,-0.7108979256
-1.1299242353,0.7041391049,0.2177348243,-0.4720872579,0.8492623823
-1.1299242353,0.7041391049,0.0514469308,1.4104631307,1.5522644585
-1.1299242353,0.7041391049,0.0514469308,1.351633431,1.5522644585
-1.1299242353,0.7047653994,0.0514469308,0.3515285371,0.1424260789
-1.1299242353,0.7058463993,1.5480379721,0.1358196384,-1.4980782942
-1.1299242353,0.7058463993,1.3817500786,-1.0211644545,-0.7822625282
-1.1299242353,0.7042738706,0.3840227177,0.0769899388,0.6376159853
-1.1299242353,0.7041391049,1.0491742916,-0.4720872579,-0.9251097347
-1.1299242353,0.7041391049,0.3840227177,0.4691879364,-0.1413914229
-1.1299242353,0.7041391049,0.3840227177,0.4691879364,-0.1413914229
-1.1299242353,0.7041391049,0.3840227177,-0.1975486595,0.7082031956
-1.1299242353,0.7042895754,0.2177348243,1.4692928303,1.4119687858
-1.1299242353,0.7060303861,0.3840227177,0.4103582368,0.0005950224
-1.1299242353,0.7060303861,0.8828863982,-0.2563783592,-1.1396761992
-1.1299242353,0.7060303861,0.2177348243,1.5673423297,1.4821356067
-1.1299242353,0.705571625,0.2177348243,0.528017636,-0.0703787554
-1.1299242353,0.705571625,0.2177348243,0.5868473357,-0.0703787554
-1.1299242353,0.705571625,0.3840227177,-0.2955981589,0.7787519807
-1.1299242353,0.6969890499,-0.1148409627,0.9202156336,1.8324009955
-1.1299242353,0.6969890499,-0.1148409627,1.0770948327,1.8324009955
-1.1299242353,0.6969890499,0.5503106112,-1.3545327525,1.130920988
-1.1299242353,0.673685625,0.8828863982,-0.4132575582,-1.0681145657
-1.1299242353,0.673685625,0.8828863982,-0.2563783592,-1.0681145657
-1.1299242353,0.673685625,0.0514469308,0.528017636,0.2841020864
-1.1299242353,0.6190609981,0.8828863982,-0.4720872579,-1.2112773695
-1.1299242353,0.6190316176,0.8828863982,-0.4132575582,-1.2112773695
-1.1299242353,0.6106477348,0.8828863982,0.7437265347,-0.2835335978
-1.1299242353,0.6106477348,0.5503106112,0.3515285371,0.4963261212
-1.1299242353,0.5509991585,-0.1148409627,1.2339740317,1.9023406167
-1.1299242353,0.5509991585,-0.1148409627,1.2339740317,1.9023406167
-1.1299242353,0.5509991585,0.5503106112,-1.5114119515,1.2012400972
-1.1299242353,0.4923593349,0.7165985047,0.3123087373,0.071529953
-1.1299242353,0.4923593349,-0.2811288562,1.4692928303,1.6924084191
-1.1299242353,0.4823645169,-0.2811288562,1.4692928303,1.6924084191
-1.1283518777,0.4445673587,1.2154621851,0.861385934,-0.3546631907
-1.1283518777,0.4445673587,0.7165985047,0.528017636,0.4256233835
-1.127987064,0.4375000753,0.3840227177,-1.6879010505,1.3417639548
-1.1299242353,0.3958539148,1.5480379721,-0.2955981589,-1.2829181203
-1.1299242353,0.3958539148,0.8828863982,0.1946493381,0.5669903078
-1.1299242353,0.3842263737,1.5480379721,1.4692928303,-0.4970396016
-1.1299242353,0.3615002713,1.5480379721,1.4104631307,-0.4970396016
-1.1299242353,0.3615002713,1.7143258656,-0.1975486595,-1.3545984955
-1.1299242353,0.3615002713,0.8828863982,0.861385934,-0.2124430228
-1.1299242353,0.3183714893,1.2154621851,-0.6289664569,-0.9965924254
-1.1294037098,0.3108878674,0.7165985047,-0.2955981589,0.9197344422
-1.127987064,0.2693991438,-0.2811288562,-1.6290713508,1.9722425143
-1.127987064,0.2693991438,0.7165985047,-1.5114119515,1.2715210723
-1.127987064,0.2188157413,1.5480379721,-0.7466258562,-0.8536664501
-1.127987064,0.2125437587,0.8828863982,-0.6877961566,1.0605637035
-1.127987064,0.2125437587,1.7143258656,-1.5114119515,-0.5682865055
-1.127987064,0.1997315436,1.7143258656,-1.6879010505,-0.5682865055
-1.1296673095,0.1836301805,-0.2811288562,1.5085126301,1.7624236099
-1.1296673095,0.1836301805,0.8828863982,-0.5309169575,0.990168202
-1.127987064,0.1885180748,0.8828863982,0.7437265347,0.2132834426
-1.127987064,0.1885180748,0.8828863982,0.6848968351,0.2132834426
-1.127987064,0.1885180748,1.7143258656,-1.4133624521,-0.6395725991
-1.127987064,0.1912958358,1.7143258656,-1.2368733532,-0.6395725991
-1.127987064,0.1912958358,-0.2811288562,1.6261720293,1.6223553823
-1.127987064,0.2047249105,0.8828863982,0.6260671354,0.3548820526
-1.127987064,0.2047249105,0.8828863982,0.7437265347,0.3548820526
-1.127987064,0.2047249105,1.5480379721,1.4692928303,-0.4258318443
-1.127987064,0.2107668397,1.5480379721,1.4692928303,-0.4258318443
-1.127987064,0.220191439,2.0469016525,-0.0210595606,-1.4263185388
-1.127987064,0.220191439,1.7143258656,-1.1388238538,-0.7108979256
-1.127987064,0.220191439,1.7143258656,-1.1780436536,-0.7108979256
-1.127987064,0.2226900639,0.8828863982,-0.2955981589,0.8492623823
-1.127987064,0.2260802995,0.0514469308,1.2339740317,1.5522644585
-1.127987064,0.2260802995,0.8828863982,0.6848968351,0.1424260789
-1.127987064,0.2225703052,2.0469016525,0.3123087373,-1.4980782942
-1.127987064,0.2218726736,1.5480379721,-0.9035050552,-0.7822625282
-1.127987064,0.2206814803,0.8828863982,0.0769899388,0.6376159853
-1.127987064,0.2206814803,1.3817500786,-0.4720872579,-0.9251097347
-1.127987064,0.2206814803,1.3817500786,-0.4720872579,-0.9251097347
-1.127987064,0.2206814803,0.8828863982,0.9202156336,-0.1413914229
-1.127987064,0.2206814803,0.8828863982,1.0770948327,-0.1413914229
-1.127987064,0.2206814803,0.8828863982,0.0769899388,0.7082031956
-1.127987064,0.2206814803,0.3840227177,1.4692928303,1.4119687858
-1.127987064,0.2206814803,0.3840227177,1.7438314286,1.4119687858
-1.127987064,0.2206814803,0.8828863982,1.0182651331,0.0005950224
-1.127987064,0.2203862835,1.2154621851,-0.4132575582,-1.1396761992
-1.127987064,0.2206795527,1.2154621851,-0.3544278586,-1.1396761992
-1.127987064,0.2206795527,0.2177348243,1.5673423297,1.4821356067
-1.127987064,0.2206795527,0.8828863982,1.2339740317,-0.0703787554
-1.127987064,0.222219064,0.8828863982,-0.0798892603,0.7787519807
-1.127987064,0.2225727334,0.8828863982,0.0769899388,0.7787519807
-1.127987064,0.2225727334,-0.1148409627,-1.4133624521,1.8324009955
-1.127987064,0.2225727334,0.8828863982,-1.0799941542,1.130920988
-1.127987064,0.2206814803,1.2154621851,-0.4132575582,-1.0681145657
-1.127987064,0.2206814803,0.8828863982,0.6848968351,0.2841020864
-1.127987064,0.2206814803,0.8828863982,0.4691879364,0.2841020864
-1.127987064,0.2206814803,1.3817500786,-0.3544278586,-1.2112773695
-1.127987064,0.2206814803,1.2154621851,0.9202156336,-0.2835335978
-1.127987064,0.2206814803,1.2154621851,1.1359245323,-0.2835335978
-1.127987064,0.2206814803,0.8828863982,0.3515285371,0.4963261212
-1.127987064,0.2206814803,-0.2811288562,1.194754232,1.9023406167
-1.127987064,0.2206814803,0.8828863982,-1.5114119515,1.2012400972
-1.127987064,0.2206814803,0.8828863982,-1.2368733532,1.2012400972
-1.127987064,0.2206814803,0.8828863982,0.8025562344,0.071529953
-1.127987064,0.2167428377,-0.4474167497,-1.6879010505,1.6924084191
-1.127987064,0.2133749452,1.3817500786,1.2339740317,-0.3546631907
-1.127987064,0.194247231,0.8828863982,0.528017636,0.4256233835
-1.127987064,0.1611117277,0.5503106112,-1.6290713508,1.3417639548
-1.127987064,0.1611117277,1.7143258656,-0.2955981589,-1.2829181203
-1.127987064,0.1611117277,0.8828863982,0.2534790377,0.5669903078
-1.127987064,0.0939858468,0.8828863982,0.3123087373,0.5669903078
-1.127987064,0.0939858468,1.7143258656,1.7438314286,-0.4970396016
-1.127987064,0.0843187566,1.880613759,-0.0210595606,-1.3545984955
-1.127987064,0.0688137746,0.8828863982,1.1359245323,-0.2124430228
-1.127987064,0.026375959,1.3817500786,-0.3544278586,-0.9965924254
-1.127987064,0.026375959,0.8828863982,-0.2955981589,0.9197344422
-1.127987064,-0.0208960999,0.8828863982,-0.2563783592,0.9197344422
-1.127987064,-0.0208960999,-0.2811288562,-1.2957030529,1.9722425143
-1.127987064,-0.0208960999,0.8828863982,-1.5114119515,1.2715210723
-1.127987064,-0.0588144971,0.8828863982,-1.4525822519,1.2715210723
-1.127987064,-0.0588144971,1.5480379721,-0.4132575582,-0.8536664501
-1.127987064,-0.0588144971,1.0491742916,-0.6877961566,1.0605637035
-1.1292846226,-0.0676580517,1.880613759,-1.4525822519,-0.5682865055
-1.1346477455,-0.1083813741,-0.2811288562,-1.1780436536,1.7624236099
-1.1346506463,-0.1147594485,-0.6137046431,1.7438314286,1.7624236099
-1.1346506463,-0.1147594485,1.0491742916,-0.1975486595,0.990168202
-1.1346506463,-0.1246723053,1.0491742916,-0.4132575582,0.990168202
-1.1346506463,-0.1246723053,1.0491742916,0.9594354334,0.2132834426
